Gene	sgRNA(sample1_21day/sample1_7day)	sample1_7day	sample1_21day	log2(sample1_21day/sample1_7day)	abs_log2(sample1_21day/sample1_7day)
RUNX1T1	HGLibB_42404	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
EREG	HGLibB_15437	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0145	HGLibB_57173	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GLIPR1L1	HGLibB_19236	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CEP250	HGLibB_09121	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SIGLECL1	HGLibB_44104	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CAV3	HGLibB_07375	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KMT2A	HGLibB_25287	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GPR52	HGLibB_20023	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
POLR2E	HGLibB_37526	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DHH	HGLibB_13092	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SVOP	HGLibB_47836	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PCNX	HGLibB_35595	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SRM	HGLibB_46938	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DUSP28	HGLibB_14153	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ATP6AP2	HGLibB_03698	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SUMF2	HGLibB_47715	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MN1	HGLibB_29517	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0835	HGLibB_57863	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FANCI	HGLibB_16831	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CLDND1	HGLibB_09907	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TEX12	HGLibB_48997	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TPM3	HGLibB_51083	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
AHNAK2	HGLibB_01301	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCL28	HGLibB_08009	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0364	HGLibB_57392	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PCDHB11	HGLibB_35427	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FXYD1	HGLibB_18198	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CLIC3	HGLibB_10018	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GAS1	HGLibB_18615	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C2orf27B	HGLibB_06115	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCDC122	HGLibB_07565	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SCRIB	HGLibB_42994	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MCM8	HGLibB_28583	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
UROD	HGLibB_53088	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PEBP1	HGLibB_35964	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ATP2B2	HGLibB_03614	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LMBR1	HGLibB_26633	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DNER	HGLibB_13654	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PRR22	HGLibB_38768	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
HOXA1	HGLibB_21863	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SHISA8	HGLibB_43998	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CSNK1A1	HGLibB_11369	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TBCK	HGLibB_48541	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TTC31	HGLibB_52045	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZSCAN29	HGLibB_56946	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DDX6	HGLibB_12745	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NINJ2	HGLibB_31897	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CPT1C	HGLibB_11012	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LGI2	HGLibB_26359	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SLC22A24	HGLibB_44522	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SCGB2A2	HGLibB_42873	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
INSL6	HGLibB_23359	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ITPRIP	HGLibB_23828	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DPT	HGLibB_13880	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RGS17	HGLibB_41018	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR4X2	HGLibB_34026	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NUS1	HGLibB_33050	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KIF18B	HGLibB_24844	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GUCY1A3	HGLibB_20626	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SLC38A7	HGLibB_45026	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
USP6	HGLibB_53339	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
THUMPD1	HGLibB_49356	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MAP1LC3C	HGLibB_28089	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PEX11B	HGLibB_36040	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
AREL1	HGLibB_02641	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TPGS2	HGLibB_51064	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LYSMD3	HGLibB_27730	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CDH15	HGLibB_08636	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR1L6	HGLibB_33651	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GOPC	HGLibB_19643	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZNF776	HGLibB_56654	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
BICD2	HGLibB_04495	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PHYHD1	HGLibB_36423	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCDC114	HGLibB_07543	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SPANXN5	HGLibB_46358	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KRTAP19-7	HGLibB_25644	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ILKAP	HGLibB_23190	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RGL3	HGLibB_40955	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PAQR4	HGLibB_35114	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ANO1	HGLibB_02169	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DYRK2	HGLibB_14256	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0793	HGLibB_57821	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PPARGC1A	HGLibB_37797	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CRTC1	HGLibB_11217	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZNF33A	HGLibB_55764	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZBTB21	HGLibB_54773	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PHLPP1	HGLibB_36388	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GRPEL1	HGLibB_20342	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NBPF9	HGLibB_31203	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CAMSAP2	HGLibB_07103	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ADSSL1	HGLibB_01076	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0034	HGLibB_57062	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MAT1A	HGLibB_28374	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MAGEC1	HGLibB_27919	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MAD2L2	HGLibB_27810	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0316	HGLibB_57344	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CLEC12A	HGLibB_09920	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR1J1	HGLibB_33629	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RPRM	HGLibB_42000	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TNC	HGLibB_50638	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SELE	HGLibB_43232	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RANBP6	HGLibB_40157	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FUT6	HGLibB_18174	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SRP19	HGLibB_46947	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CREB3L4	HGLibB_11091	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZKSCAN2	HGLibB_55280	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MRPL18	HGLibB_29873	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CAPNS1	HGLibB_07177	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
WDR20	HGLibB_53979	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
USP31	HGLibB_53266	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PRKAB2	HGLibB_38452	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SKA2	HGLibB_44212	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR2AE1	HGLibB_33702	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GPR180	HGLibB_19955	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PCDHB4	HGLibB_35451	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C3orf18	HGLibB_06212	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FGD5	HGLibB_17332	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZNF226	HGLibB_55556	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LCE1D	HGLibB_26073	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LMAN2	HGLibB_26625	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SORBS1	HGLibB_46119	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZDHHC24	HGLibB_55044	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PDCD1	HGLibB_35669	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RRP1B	HGLibB_42221	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MLC1	HGLibB_29326	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DPH5	HGLibB_13827	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
INPPL1	HGLibB_23332	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NDUFB1	HGLibB_31461	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR52E2	HGLibB_34112	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SUV420H2	HGLibB_47810	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MYLK	HGLibB_30742	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GLB1L2	HGLibB_19197	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
THOC7	HGLibB_49318	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
HIST1H4H	HGLibB_21478	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RGP1	HGLibB_40970	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCDC105	HGLibB_07515	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SLITRK5	HGLibB_45471	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C15orf52	HGLibB_05403	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PAFAH1B3	HGLibB_34949	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RAB42	HGLibB_39896	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ANKRD6	HGLibB_02127	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DCAF8	HGLibB_12444	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
IDH1	HGLibB_22508	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ACTL9	HGLibB_00635	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GTF2H4	HGLibB_20530	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SPAG4	HGLibB_46300	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GOT1	HGLibB_19662	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
HDAC3	HGLibB_20982	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MAP7D2	HGLibB_28197	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DHX34	HGLibB_13166	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
BPIFB2	HGLibB_04720	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NDUFS2	HGLibB_31506	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RIOK2	HGLibB_41257	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ITIH1	HGLibB_23771	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NIPAL2	HGLibB_31915	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FEZF2	HGLibB_17298	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GBE1	HGLibB_18694	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KIF9	HGLibB_24929	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
IL10RA	HGLibB_22917	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MYO1D	HGLibB_30788	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PTPRK	HGLibB_39464	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CAD	HGLibB_06956	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CHI3L1	HGLibB_09430	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C11orf45	HGLibB_05139	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FAM110B	HGLibB_15994	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TTI1	HGLibB_52108	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CTBP2	HGLibB_11576	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR4D5	HGLibB_33933	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C19orf81	HGLibB_05710	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
HK3	HGLibB_21556	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
DSC1	HGLibB_13967	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TRMT2B	HGLibB_51622	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ST8SIA4	HGLibB_47239	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
EPC2	HGLibB_15246	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZSCAN2	HGLibB_56929	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CAPS2	HGLibB_07192	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCBE1	HGLibB_07487	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MYH2	HGLibB_30678	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CHRM4	HGLibB_09546	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SOLH	HGLibB_46113	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CRABP2	HGLibB_11045	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FAM83G	HGLibB_16736	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LRBA	HGLibB_27094	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
THEM6	HGLibB_49288	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SIGLEC1	HGLibB_44069	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ADCY2	HGLibB_00909	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CYB5R1	HGLibB_11990	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FBXL7	HGLibB_16994	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ARRB1	HGLibB_03105	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MSANTD3	HGLibB_30133	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TIMM22	HGLibB_49450	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
WDR90	HGLibB_54149	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ELAC2	HGLibB_14851	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PSG2	HGLibB_38992	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
A3GALT2	HGLibB_00014	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KRT83	HGLibB_25529	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
WBP5	HGLibB_53919	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C22orf31	HGLibB_06067	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PHC2	HGLibB_36274	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
LIN54	HGLibB_26534	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CLVS2	HGLibB_10161	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
HIST1H3C	HGLibB_21434	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NDFIP1	HGLibB_31350	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FAM151B	HGLibB_16142	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
APBB2	HGLibB_02381	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RARRES1	HGLibB_40230	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GLT8D1	HGLibB_19312	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NRG2	HGLibB_32634	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SOX11	HGLibB_46175	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GABBR2	HGLibB_18319	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ABHD4	HGLibB_00277	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CA9	HGLibB_06821	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SPN	HGLibB_46674	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GTSF1L	HGLibB_20602	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ARG2	HGLibB_02686	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SETDB2	HGLibB_43616	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PER1	HGLibB_36007	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OCIAD2	HGLibB_33204	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FOXP1	HGLibB_17908	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PHF20L1	HGLibB_36318	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
USP35	HGLibB_53278	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
IP6K3	HGLibB_23419	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KANSL2	HGLibB_24009	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
WBSCR28	HGLibB_53935	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NOX1	HGLibB_32325	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TMEM38A	HGLibB_50317	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NSUN4	HGLibB_32742	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NFYA	HGLibB_31810	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CDC34	HGLibB_08535	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
IGSF6	HGLibB_22869	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MRPL19	HGLibB_29877	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
WDR35	HGLibB_54008	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR2AT4	HGLibB_33717	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NRL	HGLibB_32659	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCDC80	HGLibB_07870	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0152	HGLibB_57180	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
EBNA1BP2	HGLibB_14347	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PAPL	HGLibB_35085	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GLS2	HGLibB_19303	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
OR13H1	HGLibB_33579	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RSL24D1	HGLibB_42267	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZNF248	HGLibB_55592	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SLC1A6	HGLibB_44469	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PLSCR2	HGLibB_37184	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCL2	HGLibB_07981	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SMC5	HGLibB_45602	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SUN2	HGLibB_47735	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MICU2	HGLibB_29183	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
IBTK	HGLibB_22454	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CRYL1	HGLibB_11275	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
FARP2	HGLibB_16854	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C4orf29	HGLibB_06310	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0252	HGLibB_57280	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
UBE2N	HGLibB_52570	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C1QTNF4	HGLibB_05941	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TNFRSF10B	HGLibB_50674	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GOLGA4	HGLibB_19574	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PTK7	HGLibB_39339	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
NonTargetingControlGuideForHuman_0185	HGLibB_57213	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RORA	HGLibB_41722	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
WDR81	HGLibB_54120	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
UCHL3	HGLibB_52739	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CRYGB	HGLibB_11261	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CHIC1	HGLibB_09435	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SLC12A7	HGLibB_44323	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CAPRIN1	HGLibB_07183	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SDK2	HGLibB_43102	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
STX18	HGLibB_47574	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KDM8	HGLibB_24506	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SGSM3	HGLibB_43812	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KCNN1	HGLibB_24321	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
RNF224	HGLibB_41596	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CES4A	HGLibB_09218	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PRH1	HGLibB_38413	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
AFAP1L2	HGLibB_01102	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
C2orf49	HGLibB_06135	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
MRPL39	HGLibB_29931	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PCMTD2	HGLibB_35584	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
KIRREL	HGLibB_24965	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SH3BP1	HGLibB_43873	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
CCL5	HGLibB_08029	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TMEM95	HGLibB_50504	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ZNF397	HGLibB_55851	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PTPRG	HGLibB_39455	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ANHX	HGLibB_01928	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
ANK2	HGLibB_01935	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SMTN	HGLibB_45779	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
PATE1	HGLibB_35224	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TMEM217	HGLibB_50165	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
TRPC5OS	HGLibB_51678	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
SPATA31E1	HGLibB_46448	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
GOLGB1	HGLibB_19621	1.9931647300068354	0.0	-1.5816716803141642	1.5816716803141642
